lr = 0.00600000, gama = 0.1000, dropout = 0.500000
epoch train_loss test_loss time best_epoch
0 0.976097563902537 0.6747766137123108 0.1287069320678711 0
1 0.6947604417800903 0.7031111717224121 0.009766101837158203 0
2 0.6782440145810446 0.7229359149932861 0.010452985763549805 0
3 0.6918802460034689 0.7084532380104065 0.009449958801269531 0
4 0.6906627813975016 0.7012248039245605 0.009241104125976562 0
5 0.6907313664754232 0.6993663311004639 0.009809732437133789 0
6 0.6928771535555521 0.6992120146751404 0.009619951248168945 0
7 0.6914713780085245 0.6980937123298645 0.010479211807250977 0
8 0.6923154592514038 0.697636067867279 0.010131120681762695 0
9 0.6922817230224609 0.6970651149749756 0.013313055038452148 0
10 0.6927289168039957 0.6967988610267639 0.010149717330932617 0
11 0.6924935380617777 0.696502685546875 0.010282039642333984 0
12 0.6922227740287781 0.6961292624473572 0.00954890251159668 0
13 0.6924510796864828 0.6960028409957886 0.009834051132202148 0
14 0.6931092739105225 0.6960211396217346 0.009193897247314453 0
15 0.6923852960268656 0.6957760453224182 0.009180068969726562 0
16 0.6929719050725301 0.6959747076034546 0.008456945419311523 0
17 0.6924686034520467 0.695925772190094 0.008617401123046875 0
18 0.6923643549283346 0.6958262920379639 0.008908987045288086 0
19 0.6924887696901957 0.6959569454193115 0.009422779083251953 0
20 0.6922640601793925 0.6961290240287781 0.009016036987304688 0
21 0.6922022104263306 0.6963281631469727 0.00878286361694336 0
22 0.6921431422233582 0.6965383887290955 0.009148836135864258 0
23 0.6925922234853109 0.6968932747840881 0.009395837783813477 0
24 0.6917784810066223 0.6969819664955139 0.010954856872558594 0
25 0.6922281980514526 0.6972466111183167 0.01063394546508789 0
26 0.6919009884198507 0.6974196434020996 0.014040946960449219 0
27 0.6921482483545939 0.6976136565208435 0.01155996322631836 0
28 0.69314177831014 0.6978350281715393 0.010360956192016602 0
29 0.6918427348136902 0.6976314187049866 0.009405136108398438 0
30 0.693136731783549 0.6977484822273254 0.009093761444091797 0
31 0.6924991607666016 0.6974145174026489 0.009438037872314453 0
32 0.6934627890586853 0.6974215507507324 0.008957862854003906 0
33 0.6917741099993387 0.6969185471534729 0.009053945541381836 0
34 0.6922808488210043 0.6968084573745728 0.008990049362182617 0
35 0.6927939256032308 0.696713924407959 0.009120941162109375 0
36 0.6923204064369202 0.6965245008468628 0.00837397575378418 0
37 0.6923688252766927 0.6963825225830078 0.009037017822265625 0
38 0.6926238735516866 0.6964388489723206 0.00836181640625 0
39 0.6928542256355286 0.6964802145957947 0.008404254913330078 0
40 0.6926236748695374 0.6962808966636658 0.008969783782958984 0
41 0.6922189394632975 0.6961573958396912 0.008778095245361328 0
42 0.69224085410436 0.6961360573768616 0.008739233016967773 0
43 0.6926438013712565 0.6963003873825073 0.009338140487670898 0
44 0.6921831766764323 0.6963714957237244 0.009350061416625977 0
45 0.6923702359199524 0.6965038776397705 0.009441852569580078 0
46 0.6923432151476542 0.6966725587844849 0.010111093521118164 0
47 0.6923089424769083 0.6968231201171875 0.009130001068115234 0
