lr = 0.00600000, gama = 0.5000, dropout = 0.500000
epoch train_loss test_loss time best_epoch
0 1.695153792699178 0.715049147605896 0.08941316604614258 0
1 0.7288290858268738 0.6678171157836914 0.009466171264648438 1
2 0.7011080384254456 0.6754875779151917 0.010016918182373047 1
3 0.6984369158744812 0.6792439818382263 0.010181903839111328 1
4 0.69686359167099 0.6849986910820007 0.009967803955078125 1
5 0.6961094538370768 0.6863701343536377 0.010096073150634766 1
6 0.6946355700492859 0.6874313354492188 0.009710073471069336 1
7 0.6944071054458618 0.6886493563652039 0.009505033493041992 1
8 0.6944676438967387 0.6893096566200256 0.009454727172851562 1
9 0.6942523320515951 0.6911669373512268 0.009287118911743164 1
10 0.693597137928009 0.6925804018974304 0.00904393196105957 1
11 0.6930859684944153 0.6936718821525574 0.008948087692260742 1
12 0.6929135918617249 0.6953262090682983 0.009132623672485352 1
13 0.6923404932022095 0.6967322826385498 0.008975982666015625 1
14 0.6921578645706177 0.6981496810913086 0.008997917175292969 1
15 0.691906730333964 0.699462354183197 0.009238958358764648 1
16 0.6922550996144613 0.7005444169044495 0.009165048599243164 1
17 0.6918188134829203 0.7014337182044983 0.009052038192749023 1
18 0.692465623219808 0.7021564841270447 0.009142160415649414 1
19 0.6915075580279032 0.7024260759353638 0.009153127670288086 1
20 0.6903709173202515 0.7023943066596985 0.00957798957824707 1
21 0.6906797488530477 0.7026636004447937 0.008765935897827148 1
22 0.6927768786748251 0.7032155394554138 0.010125160217285156 1
23 0.6909362475077311 0.7031551599502563 0.009119987487792969 1
24 0.6913468837738037 0.7032138109207153 0.00997614860534668 1
25 0.6905411084493002 0.7031134366989136 0.01091313362121582 1
26 0.6901477177937826 0.7031643390655518 0.010339021682739258 1
27 0.6922781070073446 0.7035971283912659 0.01096200942993164 1
28 0.6908493836720785 0.7035742402076721 0.027974843978881836 1
29 0.6904613375663757 0.7034437656402588 0.03102588653564453 1
30 0.6904956102371216 0.7033873796463013 0.015720844268798828 1
31 0.6897086699803671 0.7033816576004028 0.011399984359741211 1
32 0.6908660332361857 0.7037880420684814 0.013499259948730469 1
33 0.6912497282028198 0.7041110396385193 0.010918140411376953 1
34 0.6907441020011902 0.7042302489280701 0.010857105255126953 1
35 0.6898654500643412 0.7041930556297302 0.01056218147277832 1
36 0.6907287438710531 0.704451322555542 0.010015010833740234 1
37 0.6898205081621805 0.70440673828125 0.010523080825805664 1
38 0.6906848748524984 0.7046064734458923 0.009731054306030273 1
39 0.6902124285697937 0.7046396732330322 0.010436058044433594 1
40 0.6897311806678772 0.7047280669212341 0.01100611686706543 1
41 0.6906355023384094 0.7049133777618408 0.01023101806640625 1
42 0.6901158690452576 0.7051254510879517 0.00951695442199707 1
43 0.6896123290061951 0.7051676511764526 0.009444952011108398 1
44 0.6895836989084879 0.7052963376045227 0.009306192398071289 1
45 0.6905159950256348 0.7055413126945496 0.009449005126953125 1
46 0.6910179058710734 0.7058272361755371 0.009217977523803711 1
47 0.6904547810554504 0.7056728601455688 0.009900808334350586 1
48 0.691506028175354 0.7056915163993835 0.009937047958374023 1
49 0.6909730037053426 0.7053145170211792 0.00999593734741211 1
50 0.6900971730550131 0.7048248648643494 0.009898900985717773 1
51 0.6911184390385946 0.7045056819915771 0.009879112243652344 1
52 0.6911364793777466 0.7043160796165466 0.009300947189331055 1
53 0.6911720236142477 0.7041202187538147 0.00922393798828125 1
54 0.6899730960528055 0.7036227583885193 0.010128974914550781 1
55 0.6908997495969137 0.7033843398094177 0.009545087814331055 1
56 0.6901550690333048 0.7031684517860413 0.009454011917114258 1
57 0.6909192005793253 0.7033743262290955 0.009530782699584961 1
58 0.6913203795750936 0.7035177946090698 0.010180950164794922 1
59 0.6900550921758016 0.7036225199699402 0.009499073028564453 1
60 0.6908588608105978 0.7037121057510376 0.009742021560668945 1
61 0.6912683447202047 0.7038654685020447 0.009580135345458984 1
62 0.6903817852338155 0.7038276195526123 0.009615659713745117 1
63 0.6904350320498148 0.7037723064422607 0.009235143661499023 1
64 0.6912608742713928 0.7040990591049194 0.009381294250488281 1
65 0.6903538107872009 0.7040079832077026 0.008846759796142578 1
66 0.6912230650583903 0.7042444944381714 0.008913993835449219 1
67 0.6912207206090292 0.7041383385658264 0.008979082107543945 1
68 0.6903224388758341 0.7040073275566101 0.009001016616821289 1
69 0.6907701889673868 0.7040162682533264 0.00902104377746582 1
70 0.6903559565544128 0.7039216160774231 0.009579181671142578 1
71 0.6903621753056844 0.7039322853088379 0.009140253067016602 1
72 0.6899565656979879 0.7039313912391663 0.009369134902954102 1
73 0.6907674670219421 0.7042218446731567 0.009855985641479492 1
74 0.6902920007705688 0.7043226957321167 0.00922703742980957 1
75 0.690722644329071 0.7047219276428223 0.00935506820678711 1
76 0.6901757518450419 0.7047572135925293 0.009143829345703125 1
77 0.6901524464289347 0.7048823833465576 0.009119987487792969 1
78 0.6907089948654175 0.7048049569129944 0.009165048599243164 1
79 0.690144956111908 0.7049013376235962 0.008968114852905273 1
80 0.6900188326835632 0.7045717835426331 0.009639978408813477 1
81 0.6892858942349752 0.7047804594039917 0.009779214859008789 1
82 0.6913095712661743 0.7055902481079102 0.009985685348510742 1
83 0.6895003517468771 0.7057466506958008 0.00934290885925293 1
84 0.6899335781733195 0.7058546543121338 0.009377002716064453 1
85 0.6915005445480347 0.7060664892196655 0.009438037872314453 1
86 0.6899062593777975 0.7057932019233704 0.008923053741455078 1
87 0.6899513999621073 0.7056373953819275 0.009160041809082031 1
88 0.6904764572779337 0.7054935097694397 0.008710861206054688 1
89 0.6895554661750793 0.7052993178367615 0.009184837341308594 1
90 0.6910290320714315 0.7052915096282959 0.009018898010253906 1
91 0.6920905709266663 0.7053556442260742 0.00937509536743164 1
92 0.6896976232528687 0.7046906352043152 0.009377002716064453 1
93 0.6906475027402242 0.7045043706893921 0.009096860885620117 1
94 0.6916384696960449 0.7045035362243652 0.009357690811157227 1
95 0.6899025440216064 0.7039483189582825 0.00931406021118164 1
96 0.691223680973053 0.7039077877998352 0.009604930877685547 1
97 0.6917004585266113 0.7037034630775452 0.009064912796020508 1
98 0.6908481121063232 0.7033798694610596 0.00928807258605957 1
99 0.6913339098294576 0.7031353116035461 0.008756160736083984 1
